aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Toluquilla,delivered_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,supplied_demand_average,supply_percapita_average,min_supplied_demand,supply_percapita_GINI,supplied_demand_GINI,average_supply_percapita,energy_costs,ZAs_below_142,ZAs_below_100,ZAs_below_50,experiment
-0.5382669169180314,-0.12422481269885588,-0.008375517236298702,-0.7669155497424274,3.1590000000000003,0.741,0.4,0.2,1.0,1.3305881440032796,0.5286806282542563,0.29649795794933786,0.21443224866414268,1.0000510211289837,3.3702499999999995,2.933,0.757,0.944,0.782,1.201,0.454,0.698,0.314,0.274,0.833,0.546,0.30200000000000005,0.6859999999999999,0.726,0.16700000000000004,73.0,103.0,49.0,40.0,122.0,0.5146,77.4,0.274,0.22532299741602066,0.23350174893120867,78.0,0.35944569914890334,5.0,3.0,2.0,supplied_demand_deficit-supply_percapita_GINI-energy_costs mid_drought-10000-0.01-1
-0.9570205894681822,-0.5624379253246228,-0.08079306852453283,-0.7102183854095144,3.1590000000000003,0.741,0.4,0.2,1.0,1.0583982568456816,0.8135191514610048,0.05873084307994158,0.5234752926381341,0.916126455975238,3.3702500000000004,2.933,0.757,0.944,0.782,1.201,0.361,1.075,0.062,0.669,0.763,0.639,0.07499999999999996,0.938,0.33099999999999996,0.237,58.0,158.0,10.0,99.0,112.0,0.586,87.4,0.062,0.32036613272311215,0.3314675767918089,78.0,0.5776174921817131,4.0,3.0,1.0,supplied_demand_deficit-supply_percapita_GINI-energy_costs mid_drought-10000-0.01-1
-0.6281874682105646,0.6751559513251457,0.11290864530486688,-0.3577056370675544,3.1590000000000003,0.741,0.4,0.2,1.0,1.2721397856631331,0.009083131638655224,0.7372607489131813,0.5388670502429567,0.8128992835420739,3.3702500000000004,2.933,0.757,0.944,0.782,1.201,0.434,0.012,0.781,0.689,0.677,0.5660000000000001,0.988,0.21899999999999997,0.31100000000000005,0.32299999999999995,70.0,2.0,122.0,102.0,99.0,0.5186,79.0,0.012,0.27544303797468356,0.27659082144234476,78.0,0.4434894254770329,5.0,3.0,1.0,supplied_demand_deficit-supply_percapita_GINI-energy_costs mid_drought-10000-0.01-1
-0.15578600007716958,0.44296881516653674,0.4223835393905593,-0.06355941320054037,3.1590000000000003,0.741,0.4,0.2,1.0,1.57920073994984,0.16000477014175107,0.3851804292543854,0.42300114146980905,0.8228629191842148,3.37025,2.933,0.757,0.944,0.782,1.201,0.538,0.211,0.408,0.541,0.685,0.46199999999999997,0.789,0.5920000000000001,0.45899999999999996,0.31499999999999995,86.0,31.0,64.0,80.0,100.0,0.4766,72.2,0.211,0.1772853185595568,0.18145195132186323,78.0,0.2711744419587015,5.0,4.0,1.0,supplied_demand_deficit-supply_percapita_GINI-energy_costs mid_drought-10000-0.01-1
-0.9408500720661859,0.041876835226290376,-0.21348981007154788,-0.5103064795377418,3.1590000000000003,0.741,0.4,0.2,1.0,1.0689090931569791,0.4207145571029112,0.537788319443595,0.6429071951434887,0.6999308351530261,3.37025,2.933,0.757,0.944,0.782,1.201,0.364,0.556,0.57,0.822,0.583,0.636,0.44399999999999995,0.43000000000000005,0.17800000000000005,0.41700000000000004,58.0,82.0,89.0,121.0,85.0,0.579,87.0,0.364,0.12229885057471264,0.130293609671848,78.0,0.42663079922544145,5.0,4.0,0.0,supplied_demand_deficit-supply_percapita_GINI-energy_costs mid_drought-10000-0.01-1
-0.5356477438739708,0.5410462796616011,0.07923489689955754,-0.13971022107945041,3.1590000000000003,0.741,0.4,0.2,1.0,1.332290606481919,0.09625441821995921,0.6719773987953284,0.6204132498164383,0.6493143266863552,3.3702500000000004,2.933,0.757,0.944,0.782,1.201,0.454,0.127,0.712,0.793,0.541,0.546,0.873,0.28800000000000003,0.20699999999999996,0.45899999999999996,73.0,19.0,111.0,117.0,79.0,0.5254,79.8,0.127,0.23458646616541354,0.24210125618576325,78.0,0.323909785378645,5.0,3.0,1.0,supplied_demand_deficit-supply_percapita_GINI-energy_costs mid_drought-10000-0.01-1
-0.14781864062369965,0.6182798017449591,0.0373565670460041,-0.438642135221621,3.1590000000000003,0.741,0.4,0.2,1.0,1.5843795235945952,0.04605262886577652,0.7494001025543209,0.17401858851135116,0.8163991564739563,3.3702499999999995,2.933,0.757,0.944,0.782,1.201,0.54,0.061,0.794,0.223,0.68,0.45999999999999996,0.9390000000000001,0.20599999999999996,0.777,0.31999999999999995,87.0,9.0,124.0,33.0,100.0,0.4596,70.6,0.061,0.3365439093484419,0.33472584856396864,78.0,0.31052428615907096,5.0,3.0,2.0,supplied_demand_deficit-supply_percapita_GINI-energy_costs mid_drought-10000-0.01-1
-0.30784416196369024,0.00944093485772668,-0.030149775544531687,-0.6432100354550443,3.1590000000000003,0.741,0.4,0.2,1.0,1.4803629347236014,0.4417978923424776,0.397533961761468,0.14506604223061992,0.9054891689418333,3.37025,2.933,0.757,0.944,0.782,1.201,0.505,0.584,0.421,0.186,0.754,0.495,0.41600000000000004,0.579,0.8140000000000001,0.246,81.0,86.0,66.0,27.0,110.0,0.49000000000000005,74.0,0.186,0.20108108108108108,0.2120816326530612,78.0,0.24766122695524823,5.0,4.0,1.0,supplied_demand_deficit-supply_percapita_GINI-energy_costs mid_drought-10000-0.01-1
-0.08370639980055117,0.07695759147568859,0.24697890559501023,-0.38754753521727436,3.1590000000000003,0.741,0.4,0.2,1.0,1.6260524801296419,0.3979120655408024,0.261286145822441,0.16555712197912997,0.919442186527985,3.3702500000000004,2.933,0.757,0.944,0.782,1.201,0.554,0.526,0.277,0.212,0.766,0.44599999999999995,0.474,0.723,0.788,0.23399999999999999,89.0,77.0,43.0,31.0,112.0,0.46699999999999997,70.4,0.212,0.23636363636363636,0.23725910064239827,78.0,0.1987976080221311,5.0,4.0,2.0,supplied_demand_deficit-supply_percapita_GINI-energy_costs mid_drought-10000-0.01-1
-0.9830394750726623,0.48768423733424227,-0.167655474469949,-0.7476418977201646,3.1590000000000003,0.741,0.4,0.2,1.0,1.0414859812027695,0.13093974573274247,0.7977708126727244,0.5160622852791236,0.8839911751126402,3.3702500000000004,2.933,0.757,0.944,0.782,1.201,0.355,0.173,0.845,0.66,0.736,0.645,0.827,0.15500000000000003,0.33999999999999997,0.264,57.0,25.0,132.0,97.0,108.0,0.5538000000000001,83.8,0.173,0.2529832935560859,0.2491874322860238,78.0,0.5965052711492546,5.0,3.0,1.0,supplied_demand_deficit-supply_percapita_GINI-energy_costs mid_drought-10000-0.01-1
