aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,chapala_flow,calderon_lared_flow,pozos_flow,toluquilla_flow,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Pozos,delivered_Toluquilla,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,supplied_demand_average,supply_percapita_average,min_supplied_demand,supply_percapita_GINI,supplied_demand_GINI,average_supply_percapita,energy_costs,ZAs_below_142,ZAs_below_100,ZAs_below_50,ZAs_below_128,experiment
-0.4898619485211566,-0.7312715117751976,0.6948674738744653,-0.23622538102338597,6.049146078163336,2.566454672391853,2.705693800641424,0.1040749939089796,4.899808323312302,1.1493377548510337,2.566454672391853,2.705693800641424,0.1040749939089796,2.933,0.757,0.944,0.782,1.201,2.2880917691304608,1.1701011554613283,0.9761717028719794,0.618383217872942,1.9769971126088055,7.029744957945517,0.78,1.546,1.034,0.791,1.646,0.21999999999999997,0.546,0.03400000000000003,0.20899999999999996,0.6459999999999999,125.0,227.0,162.0,117.0,241.0,1.1594000000000002,174.4,0.78,0.16055045871559634,0.1716060031050543,163.0,0.5380565787985514,2.0,0.0,0.0,2.0,ZAs_below_50-1000scenarios-1000nfe epsilon0.8-restricted
-0.9570205894681822,-0.5624379253246228,-0.08079306852453283,-0.7102183854095144,5.769992066874539,0.8699290334205259,1.6465539558322797,0.052168150203122,4.673693574168377,1.0962984927061625,0.8699290334205259,1.6465539558322797,0.052168150203122,2.933,0.757,0.944,0.782,1.201,1.8641546505602908,1.02829709030188,0.4268549580408457,0.552392012731915,1.2439293115822037,5.115628023217136,0.636,1.358,0.452,0.706,1.036,0.364,0.3580000000000001,0.548,0.29400000000000004,0.03600000000000003,102.0,200.0,71.0,104.0,152.0,0.8376000000000001,125.8,0.452,0.1958664546899841,0.21127029608404968,119.0,0.5776174921817131,3.0,1.0,0.0,3.0,ZAs_below_50-1000scenarios-1000nfe epsilon0.8-restricted
-0.13446586418989326,-0.8122808264515302,-0.9433050469559874,-0.1642348960801303,5.622035130779647,0.1489364626381746,2.8688467827697037,0.2797967363790242,4.553848455931514,1.068186674848133,0.1489364626381746,2.8688467827697037,0.2797967363790242,2.933,0.757,0.944,0.782,1.201,2.335062412893897,1.173701382139191,0.5481479167527352,0.5174184315817442,0.9481097207949328,5.5224398641625,0.796,1.55,0.581,0.662,0.789,0.20399999999999996,0.55,0.41900000000000004,0.33799999999999997,0.21099999999999997,128.0,228.0,91.0,98.0,116.0,0.8756,132.2,0.581,0.18396369137670196,0.18931018730013704,128.0,0.5135716584193852,4.0,2.0,0.0,3.0,ZAs_below_50-1000scenarios-1000nfe epsilon0.8-restricted
-0.15578600007716958,0.44296881516653674,0.4223835393905593,-0.06355941320054037,5.588388050731357,0.4036076737455347,0.7320859753098481,0.0403832953767729,4.526594321092399,1.061793729638958,0.4036076737455347,0.7320859753098481,0.0403832953767729,2.933,0.757,0.944,0.782,1.201,2.3067062149981523,0.35392457970850116,0.35253244482384133,0.4222352532561388,0.6870305086663079,4.122429001452942,0.786,0.468,0.373,0.54,0.572,0.21399999999999997,0.532,0.627,0.45999999999999996,0.42800000000000005,126.0,69.0,58.0,80.0,84.0,0.5478,83.4,0.373,0.1448441247002398,0.13581599123767799,95.0,0.2711744419587015,5.0,4.0,0.0,5.0,ZAs_below_50-1000scenarios-1000nfe epsilon0.8-restricted
-0.13446586418989326,-0.8122808264515302,-0.9433050469559874,-0.1642348960801303,3.8378389430307807,0.9854629472441828,2.387142145242186,0.363201289286058,3.1086495438549324,0.7291893991758484,0.9854629472441828,2.387142145242186,0.363201289286058,2.933,0.757,0.944,0.782,1.201,1.5662743996256394,0.968777528995295,0.9912065738184899,0.45673959444415313,0.7038854695684812,4.686883566452059,0.534,1.28,1.05,0.584,0.586,0.46599999999999997,0.28,0.050000000000000044,0.41600000000000004,0.41400000000000003,86.0,188.0,164.0,86.0,86.0,0.8068,122.0,0.534,0.18491803278688523,0.19414972731779875,109.0,0.5135716584193852,3.0,3.0,0.0,3.0,ZAs_below_50-1000scenarios-1000nfe epsilon0.8-restricted
-0.23759152462357513,-0.9491082780130784,0.08282494558699316,-0.06085083722148943,7.532563853219557,1.3056595821654344,1.799180770094616,0.0194210589514198,6.101376721107841,1.4311871321117158,1.3056595821654344,1.799180770094616,0.0194210589514198,2.933,0.757,0.944,0.782,1.201,3.0912538695552034,1.482073002070033,0.35240812219125867,0.5926046943078818,1.005573909263484,6.523913597387861,1.054,1.958,0.373,0.758,0.837,0.05400000000000005,0.958,0.627,0.242,0.16300000000000003,169.0,288.0,58.0,112.0,123.0,0.9959999999999999,150.0,0.373,0.27573333333333333,0.27839357429718875,151.0,0.33259389636128406,3.0,1.0,0.0,3.0,ZAs_below_50-1000scenarios-1000nfe epsilon0.8-restricted
-0.4898619485211566,-0.7312715117751976,0.6948674738744653,-0.23622538102338597,5.34173607269497,2.937505001080704,1.5770401097079736,0.9171004577412216,4.326806218882926,1.0149298538120444,2.937505001080704,1.5770401097079736,0.9171004577412216,2.933,0.757,0.944,0.782,1.201,1.98327756965821,1.0888515792832594,1.0537466467430412,1.0536190401220906,1.404769691305546,6.584264527112148,0.676,1.438,1.116,1.347,1.17,0.32399999999999995,0.43799999999999994,0.1160000000000001,0.347,0.16999999999999993,108.0,211.0,174.0,199.0,171.0,1.1494,172.6,0.676,0.10845886442641947,0.12215068731512091,152.0,0.5380565787985514,1.0,0.0,0.0,1.0,ZAs_below_50-1000scenarios-1000nfe epsilon0.8-restricted
-0.13446586418989326,-0.8122808264515302,-0.9433050469559874,-0.1642348960801303,0.5831978945123546,0.8257494128110983,1.9467580790594516,0.7461203044504288,0.47239029455500725,0.11080759995734737,0.8257494128110983,1.9467580790594516,0.7461203044504288,2.933,0.757,0.944,0.782,1.201,0.16388992936805105,0.5949657313677111,0.8374098136499348,0.4912549003064232,0.48061074801383485,2.568131122705955,0.056,0.786,0.887,0.628,0.4,0.944,0.21399999999999997,0.11299999999999999,0.372,0.6,9.0,115.0,139.0,93.0,59.0,0.5514,83.0,0.056,0.30457831325301205,0.29713456655785275,59.0,0.5135716584193852,5.0,3.0,1.0,4.0,ZAs_below_50-1000scenarios-1000nfe epsilon0.8-restricted
-0.4898619485211566,-0.7312715117751976,0.6948674738744653,-0.23622538102338597,7.482687098503743,2.0276773150981637,1.6601325222680647,0.7651979167469593,6.060976549788032,1.4217105487157113,2.0276773150981637,1.6601325222680647,0.7651979167469593,2.933,0.757,0.944,0.782,1.201,2.905786818886489,1.3347505093525258,0.5145578241994074,1.0886708712581965,1.4468975444735122,7.290663568170131,0.991,1.763,0.545,1.392,1.205,0.009000000000000008,0.7629999999999999,0.45499999999999996,0.3919999999999999,0.20500000000000007,159.0,259.0,85.0,206.0,176.0,1.1792,177.0,0.545,0.17853107344632768,0.19246947082767976,169.0,0.5380565787985514,1.0,1.0,0.0,1.0,ZAs_below_50-1000scenarios-1000nfe epsilon0.8-restricted
0.5774467022710263,-0.009129825816118098,-0.10101787042252375,-0.34840702727723705,6.455027254883061,0.3322416840102035,3.000053274720546,0.8384721436484676,5.228572076455279,1.2264551784277815,0.3322416840102035,3.000053274720546,0.8384721436484676,2.933,0.757,0.944,0.782,1.201,3.156731558267318,0.7473265421400708,0.6505742526920029,0.3233327976265605,1.6818299622388806,6.5597951129648315,1.076,0.987,0.689,0.413,1.4,0.07600000000000007,0.013000000000000012,0.31100000000000005,0.587,0.3999999999999999,172.0,145.0,108.0,61.0,205.0,0.9129999999999999,138.2,0.413,0.20376266280752534,0.20687842278203725,152.0,0.2590003564467263,2.0,1.0,0.0,2.0,ZAs_below_50-1000scenarios-1000nfe epsilon0.8-restricted
