calderon_flow,chapala_flow,pozos_flow,toluquilla_flow,zapotillo_flow,scenario,policy,model
0.9603066298329358,4.252349680641404,0.3047869769122122,0.861636143732616,0.3293536600418003,13504,None,AMGmodel
0.5756653954748597,2.1274107326044462,1.394283417240927,0.3461333542430847,0.8653252440290362,72599,None,AMGmodel
0.8201162919273862,5.825276192876982,0.5570904095968308,0.9263411292095728,0.3810421529392979,42217,None,AMGmodel
0.6744270969480932,5.887936592268867,1.084133967643649,0.04518390809905597,0.6583935599710394,97650,None,AMGmodel
1.1698774447460307,6.35044281088473,1.0324033988301249,0.3293239241095941,0.7040513873064732,99120,None,AMGmodel
0.48145298066578585,7.315311168105457,0.3897448540741844,0.5374444091208287,0.4038160877915831,13165,None,AMGmodel
1.0874181643067111,2.66698914416373,0.07843060695348808,0.2671154938424157,0.4400086594337586,56244,None,AMGmodel
1.2875557379347822,6.752624382032107,1.8825388893656156,0.4899595861153808,0.8394786073528642,72729,None,AMGmodel
1.2798249456096065,1.3546298287575393,2.4521396820152703,0.001640809927677795,0.9957664746923659,10979,None,AMGmodel
0.3247263259000624,3.4953067311482564,2.156297603671949,0.7158961267377555,0.6609938228086122,11794,None,AMGmodel
0.08699495488379011,1.9241728653270698,1.6775173975404885,0.5308467790088129,0.13654989511193952,30261,None,AMGmodel
1.1648636002345527,2.79210279221197,0.16391607864206298,0.7174559681495842,0.8719696565432625,27441,None,AMGmodel
0.0018991901812997296,1.5132789830032154,1.4123532548601991,0.9471020369247408,0.327942728604837,82623,None,AMGmodel
0.2987397383052227,4.470491290876322,0.32185236184340155,0.8717957707471516,0.9482135368769895,51042,None,AMGmodel
0.6163447376821637,5.938920350252876,0.6780607381159003,0.7887703834825408,0.1189901169866661,92194,None,AMGmodel
0.7129737449162086,3.317602444072659,2.019981680634945,0.1823246776048653,0.2890936053418624,91810,None,AMGmodel
0.4069798356555819,0.14703930034257803,1.678768368304841,0.45960741299983715,0.306272910112065,13266,None,AMGmodel
0.2507920762219114,6.54775186154493,0.5709449253662664,0.4555050107292465,0.8038965000963535,48317,None,AMGmodel
0.18651870567100196,4.571203682289615,1.441721636723875,0.40652299248798923,0.5694605803090971,64118,None,AMGmodel
0.6803045681621148,2.7532958422167138,1.8898901663421896,0.8807003281926826,0.10067166888754774,31116,None,AMGmodel
