calderon_lared_flow,chapala_flow,pozos_flow,toluquilla_flow,scenario,policy,model
2.5664546723918535,6.049146078163336,2.705693800641424,0.10407499390897969,43660,None,AMGmodel
0.8699290334205259,5.769992066874539,1.6465539558322797,0.052168150203122016,87278,None,AMGmodel
0.14893646263817467,5.622035130779647,2.8688467827697033,0.2797967363790242,14317,None,AMGmodel
0.40360767374553475,5.588388050731357,0.7320859753098481,0.040383295376772925,81932,None,AMGmodel
0.9854629472441827,3.8378389430307807,2.387142145242186,0.363201289286058,95321,None,AMGmodel
1.3056595821654344,7.532563853219557,1.7991807700946159,0.019421058951419802,5405,None,AMGmodel
2.9375050010807042,5.34173607269497,1.5770401097079736,0.9171004577412215,33188,None,AMGmodel
0.8257494128110983,0.5831978945123546,1.9467580790594514,0.7461203044504288,63421,None,AMGmodel
2.0276773150981633,7.482687098503743,1.6601325222680647,0.7651979167469593,72897,None,AMGmodel
0.3322416840102035,6.455027254883061,3.000053274720546,0.8384721436484676,9507,None,AMGmodel
