,aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Toluquilla,delivered_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,min_supplied_demand,min_deficit_sq,GINI_supplied_demand,experiment,scenario
0,-0.2464625762246362,0.4167765154146199,-0.5707481374413494,-0.17472282519324356,5.751,1.349,0.0,0.4,2.2,2.8991012854539866,0.544565764980497,0.92789102435638,0.7342083781704052,0.8579835470387314,2.93292,0.75717,0.94351,0.78229,1.20143,0.98847,0.71921,0.98345,0.93854,0.71414,0.01153000000000004,0.28079,0.016549999999999954,0.06145999999999996,0.28586,158.0,106.0,154.0,139.0,105.0,0.71414,0.00024,0.07485594443587543,gini and supply demand deficit,2020_drought
1,0.08164368221310214,0.12849498700276962,-0.7422618293861822,-0.08809585138821063,5.751,1.349,0.0,0.4,2.2,3.112370353438516,0.7319487584481997,0.8519919306528189,0.5772468431591466,0.6901921143013187,2.93292,0.75717,0.94351,0.78229,1.20143,1.06118,0.96669,0.903,0.73789,0.57448,0.06118000000000001,0.03330999999999995,0.09699999999999998,0.26210999999999995,0.42552,170.0,142.0,141.0,109.0,84.0,0.57448,0.00064,0.11332849426381726,gini and supply demand deficit,2020_drought
2,-0.5422687141548532,0.5030129045358254,-0.01572448005884075,-0.23458116123682315,5.751,1.349,0.0,0.4,2.2,2.7068272957993456,0.4885121120517135,0.623179299986533,0.8875744493967196,1.2576568427656887,2.93292,0.75717,0.94351,0.78229,1.20143,0.92291,0.64518,0.66049,1.13458,1.0468,0.07708999999999999,0.35482,0.33951,0.13457999999999992,0.04679999999999995,148.0,95.0,103.0,168.0,153.0,0.64518,0.00316,0.12382062422334897,gini and supply demand deficit,2020_drought
3,-0.16218053018469436,0.19267823943362594,-0.5645282644043291,0.019162933723915865,5.751,1.349,0.0,0.4,2.2,2.9538846153799487,0.6902296443681432,0.7781842274946709,0.8054507915405966,0.736000721216641,2.93292,0.75717,0.94351,0.78229,1.20143,1.00715,0.91159,0.82478,1.02961,0.6126,0.00714999999999999,0.08840999999999999,0.17522000000000004,0.029609999999999914,0.38739999999999997,161.0,134.0,129.0,152.0,90.0,0.6126,0.00044,0.09269973299769936,gini and supply demand deficit,2020_drought
4,-0.19057401195199564,0.005477332759014186,-0.2184420392096298,-0.0837259944831088,5.751,1.349,0.0,0.4,2.2,2.935428852231203,0.8119102337066407,0.43154759177961866,0.7570287513547764,1.0278345709277614,2.93292,0.75717,0.94351,0.78229,1.20143,1.00086,1.0723,0.45739,0.96771,0.85551,0.0008600000000000829,0.07230000000000003,0.54261,0.03229000000000004,0.14449,160.0,158.0,71.0,143.0,125.0,0.45739,1e-05,0.1263429165987179,gini and supply demand deficit,2020_drought
5,-0.2464625762246362,0.39606249563442364,-0.5707481374413494,0.05411216016395248,5.751,1.349,0.0,0.4,2.2,2.8991012854539866,0.5580298778376246,0.9144269114992526,0.8829511186525827,0.7092408065565539,2.93292,0.75717,0.94351,0.78229,1.20143,0.98847,0.73699,0.96918,1.12867,0.59033,0.01153000000000004,0.26300999999999997,0.03081999999999996,0.12867000000000006,0.40967,158.0,108.0,151.0,167.0,86.0,0.59033,0.00085,0.12036867528842406,gini and supply demand deficit,2020_drought
6,0.08164368221310214,0.12849498700276962,-0.8763381489601534,-0.3121638438358685,5.751,1.349,0.0,0.4,2.2,3.112370353438516,0.7319487584481997,0.9391415383759001,0.43160264806816906,0.7486867016692149,2.93292,0.75717,0.94351,0.78229,1.20143,1.06118,0.96669,0.99537,0.55172,0.62316,0.06118000000000001,0.03330999999999995,0.004630000000000023,0.44828,0.37683999999999995,170.0,142.0,155.0,82.0,91.0,0.55172,2e-05,0.13254790239440514,gini and supply demand deficit,2020_drought
7,-0.2464625762246362,0.4167765154146199,-0.07974601024395916,-0.17472282519324356,5.751,1.349,0.0,0.4,2.2,2.8991012854539866,0.544565764980497,0.6087396416780765,0.7342083781704052,1.177134929717035,2.93292,0.75717,0.94351,0.78229,1.20143,0.98847,0.71921,0.64519,0.93854,0.97978,0.01153000000000004,0.28079,0.35480999999999996,0.06145999999999996,0.020220000000000016,158.0,106.0,101.0,139.0,144.0,0.64519,0.00059,0.08869940227430761,gini and supply demand deficit,2020_drought
8,0.004599673056604248,0.3789715449034943,-0.6285394416981005,-0.12862566461888014,5.751,1.349,0.0,0.4,2.2,3.0622917474867926,0.5691389958127288,0.9408821412910368,0.6009810705109352,0.790456044898507,2.93292,0.75717,0.94351,0.78229,1.20143,1.04411,0.75167,0.99721,0.76823,0.65793,0.044110000000000094,0.24833000000000005,0.002789999999999959,0.23177000000000003,0.34207,167.0,110.0,156.0,114.0,96.0,0.65793,1e-05,0.09650285010013868,gini and supply demand deficit,2020_drought
9,-0.2464625762246362,0.4167765154146199,-0.26725821107609177,-0.25747173009169666,5.751,1.349,0.0,0.4,2.2,2.8991012854539866,0.544565764980497,0.7306225722189625,0.6804215899864107,1.1090387873601433,2.93292,0.75717,0.94351,0.78229,1.20143,0.98847,0.71921,0.77437,0.86978,0.9231,0.01153000000000004,0.28079,0.22563,0.13022,0.07689999999999997,158.0,106.0,121.0,129.0,135.0,0.71921,0.00114,0.064305146517019,gini and supply demand deficit,2020_drought
10,-0.8564325795568446,0.08947707094007518,-0.9896064288783222,-0.5665144487479525,5.751,1.349,0.0,0.4,2.2,2.502620783288051,0.7573104038889511,0.9874042748819585,0.8760243250257799,0.8403902129152598,2.93292,0.75717,0.94351,0.78229,1.20143,0.85329,1.00019,1.04652,1.11982,0.69949,0.14671,0.00018999999999991246,0.046519999999999895,0.11982000000000004,0.30051000000000005,137.0,147.0,163.0,165.0,102.0,0.69949,0.0,0.08763060701670372,gini and supply demand deficit,2020_drought
11,0.13982751813110106,0.08274202849677459,0.11497259846480201,0.018772249433995122,5.751,1.349,0.0,0.4,2.2,3.150189846785216,0.7616881814770965,0.2650501295207822,0.6088916153468812,1.1779302268700247,2.93292,0.75717,0.94351,0.78229,1.20143,1.07408,1.00597,0.28092,0.77835,0.98044,0.07407999999999992,0.005970000000000031,0.7190799999999999,0.22165,0.019560000000000022,172.0,148.0,44.0,115.0,144.0,0.28092,2e-05,0.17612093908383014,gini and supply demand deficit,2020_drought
12,-0.16218053018469436,0.19267823943362594,-0.07637918755345835,-0.03000594871457607,5.751,1.349,0.0,0.4,2.2,2.9538846153799487,0.6902296443681432,0.4608873275416049,0.7734910179555768,1.0852573947547268,2.93292,0.75717,0.94351,0.78229,1.20143,1.00715,0.91159,0.48848,0.98875,0.9033,0.00714999999999999,0.08840999999999999,0.51152,0.011249999999999982,0.09670000000000001,161.0,134.0,76.0,146.0,132.0,0.48848,8e-05,0.10446331586525154,gini and supply demand deficit,2020_drought
13,-0.15931117420507013,0.04892994510596488,-0.9935771531366382,-0.6407795941840666,5.751,1.349,0.0,0.4,2.2,2.9557496967667043,0.7836660356811229,0.963629613857692,0.3746230670136523,0.8860815866808286,2.93292,0.75717,0.94351,0.78229,1.20143,1.00778,1.03499,1.02132,0.47888,0.73752,0.007779999999999898,0.03499000000000008,0.021320000000000006,0.52112,0.26248000000000005,161.0,152.0,160.0,71.0,108.0,0.47888,0.0004,0.13045422369868873,gini and supply demand deficit,2020_drought
14,0.053252016340536334,0.07477675680784546,0.16936268834113605,0.15026370603537909,5.751,1.349,0.0,0.4,2.2,3.093915770621349,0.7668656080749005,0.22451914450336116,0.7506351383016477,1.1278143384987422,2.93292,0.75717,0.94351,0.78229,1.20143,1.05489,1.01281,0.23796,0.95954,0.93873,0.054890000000000105,0.012809999999999988,0.76204,0.04046000000000005,0.06127000000000005,169.0,149.0,37.0,142.0,138.0,0.23796,9e-05,0.16250889049056483,gini and supply demand deficit,2020_drought
