aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Toluquilla,delivered_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,supplied_demand_average,supply_percapita_average,min_supplied_demand,supply_percapita_GINI,supplied_demand_GINI,average_supply_percapita,energy_costs,ZAs_below_142,ZAs_below_100,ZAs_below_50,experiment
0.5774467022710263,-0.009129825816118098,-0.10101787042252375,-0.34840702727723705,5.751,1.349,0.0,0.4,2.2,3.4346423164761672,0.8214048867804767,0.34572722899416375,0.08577261579362877,1.2762029519555638,5.963750000000001,2.933,0.757,0.944,0.782,1.201,1.171,1.085,0.366,0.11,1.063,0.17100000000000004,0.08499999999999996,0.634,0.89,0.06299999999999994,188.0,159.0,57.0,16.0,156.0,0.759,115.2,0.11,0.30972222222222223,0.29944664031620555,138.0,0.2590003564467263,2.0,2.0,1.0,supplied_demand_deficit-supply_percapita-supplied_demand_GINI-energy_costs
-0.13446586418989326,-0.8122808264515302,-0.9433050469559874,-0.1642348960801303,5.751,1.349,0.0,0.4,2.2,2.9718991482765693,1.3434530371934945,0.3711657433278972,0.6682276692713459,0.609004401930693,5.96375,2.933,0.757,0.944,0.782,1.201,1.013,1.775,0.393,0.855,0.507,0.0129999999999999,0.7749999999999999,0.607,0.14500000000000002,0.493,162.0,261.0,61.0,126.0,74.0,0.9085999999999999,136.8,0.393,0.28538011695906434,0.28791547435615233,138.0,0.5135716584193852,3.0,2.0,0.0,supplied_demand_deficit-supply_percapita-supplied_demand_GINI-energy_costs
0.44308006468156513,0.524560164915884,-0.9957878932977786,-0.5546128059451986,5.751,1.349,0.0,0.4,2.2,3.3473040020430176,0.4745063928046754,1.2742262378388807,0.03907717409260357,0.828636193220823,5.963749999999999,2.933,0.757,0.944,0.782,1.201,1.141,0.627,1.35,0.05,0.69,0.14100000000000001,0.373,0.3500000000000001,0.95,0.31000000000000005,183.0,92.0,211.0,7.0,101.0,0.7716000000000001,118.8,0.05,0.336026936026936,0.3228615863141524,138.0,0.6295102322101066,3.0,2.0,1.0,supplied_demand_deficit-supply_percapita-supplied_demand_GINI-energy_costs
-0.5566166674539299,-0.5668012057387732,-0.15576684883456537,-0.9709592124251321,5.751,1.349,0.0,0.4,2.2,2.6975011261549455,1.1838912837302027,0.018827668012264927,0.4182548857687186,1.6452750363338686,5.963750000000001,2.933,0.757,0.944,0.782,1.201,0.92,1.564,0.02,0.535,1.37,0.07999999999999996,0.5640000000000001,0.98,0.46499999999999997,0.3700000000000001,147.0,230.0,3.0,79.0,201.0,0.8818000000000001,132.0,0.02,0.3490909090909091,0.3559083692447267,138.0,0.5625359836131001,2.0,2.0,1.0,supplied_demand_deficit-supply_percapita-supplied_demand_GINI-energy_costs
-0.5382669169180314,-0.12422481269885588,-0.008375517236298702,-0.7669155497424274,5.751,1.349,0.0,0.4,2.2,2.7094284640032797,0.8962166282542563,0.21069795794933788,0.5389559286641427,1.6084510211289837,5.96375,2.933,0.757,0.944,0.782,1.201,0.924,1.184,0.223,0.689,1.339,0.07599999999999996,0.18399999999999994,0.777,0.31100000000000005,0.33899999999999997,148.0,174.0,35.0,102.0,196.0,0.8718,131.0,0.223,0.24061068702290075,0.25024088093599445,138.0,0.35944569914890334,2.0,1.0,1.0,supplied_demand_deficit-supply_percapita-supplied_demand_GINI-energy_costs
-0.6281874682105646,0.6751559513251457,0.11290864530486688,-0.3577056370675544,5.751,1.349,0.0,0.4,2.2,2.6509801056631335,0.3766191316386553,0.6514607489131814,0.8633907302429566,1.4212992835420741,5.963750000000001,2.933,0.757,0.944,0.782,1.201,0.904,0.498,0.69,1.104,1.183,0.09599999999999997,0.502,0.31000000000000005,0.10400000000000009,0.18300000000000005,145.0,73.0,108.0,163.0,173.0,0.8758000000000001,132.4,0.498,0.1540785498489426,0.16295957981274264,138.0,0.4434894254770329,2.0,1.0,0.0,supplied_demand_deficit-supply_percapita-supplied_demand_GINI-energy_costs
-0.3346096292797418,0.9850868243521302,0.7198930575905798,-0.8791100401941936,5.751,1.349,0.0,0.4,2.2,2.841805700968168,0.17516406417111532,0.4583759483950079,0.33365227290560634,2.154752013560103,5.963750000000001,2.933,0.757,0.944,0.782,1.201,0.969,0.231,0.486,0.427,1.794,0.031000000000000028,0.769,0.514,0.573,0.794,155.0,34.0,76.0,63.0,263.0,0.7814,118.2,0.231,0.37225042301184436,0.3755310980291784,138.0,0.7296748878541612,3.0,3.0,1.0,supplied_demand_deficit-supply_percapita-supplied_demand_GINI-energy_costs
-0.15578600007716958,0.44296881516653674,0.4223835393905593,-0.06355941320054037,5.751,1.349,0.0,0.4,2.2,2.95804105994984,0.5275407701417512,0.2993804292543854,0.747524821469809,1.431262919184215,5.963750000000001,2.933,0.757,0.944,0.782,1.201,1.009,0.697,0.317,0.956,1.192,0.008999999999999897,0.30300000000000005,0.683,0.04400000000000004,0.19199999999999995,162.0,102.0,50.0,141.0,175.0,0.8342,126.0,0.317,0.19682539682539682,0.19774634380244543,138.0,0.2711744419587015,3.0,1.0,0.0,supplied_demand_deficit-supply_percapita-supplied_demand_GINI-energy_costs
0.1751612122871189,0.660071386548654,0.34061113282814204,-0.6966314890670824,5.751,1.349,0.0,0.4,2.2,3.1731567479866274,0.38642409874337486,0.4936491649183329,0.12091228411976915,1.7896077042318959,5.96375,2.933,0.757,0.944,0.782,1.201,1.082,0.51,0.523,0.155,1.49,0.08200000000000007,0.49,0.477,0.845,0.49,173.0,75.0,82.0,23.0,218.0,0.752,114.2,0.155,0.34185639229422066,0.3448936170212765,138.0,0.46811880518274934,3.0,3.0,1.0,supplied_demand_deficit-supply_percapita-supplied_demand_GINI-energy_costs
0.17800451596510336,0.7649580016637154,0.6923948368566255,-0.4947161794203996,5.751,1.349,0.0,0.4,2.2,3.175004895377317,0.31824779891858496,0.3331660571246085,0.2503090879994231,1.8870221605800663,5.96375,2.933,0.757,0.944,0.782,1.201,1.083,0.42,0.353,0.32,1.571,0.08299999999999996,0.5800000000000001,0.647,0.6799999999999999,0.571,173.0,62.0,55.0,47.0,230.0,0.7494,113.4,0.32,0.3414462081128748,0.34502268481451825,138.0,0.532518383476461,3.0,3.0,1.0,supplied_demand_deficit-supply_percapita-supplied_demand_GINI-energy_costs
